RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
96973,talk_common,1189,876,1172,846,,,unmatched,evo,而且这样的故事读者也会很喜欢的。,ど、読者って……,
96974,talk_common,1196,894,1177,852,,,unmatched,evo,而且这样的故事读者也会很喜欢的。,うーん……あたしには想像つかないわ。,
96975,talk_common,1201,900,1184,870,,,unmatched,evo,读、读者……,うーん……あたしには想像つかないわ。,
96976,talk_common,1208,918,1189,876,,,unmatched,evo,读、读者……,とにかくクルーセ、色々と期待してるからねー。,
96977,talk_common,1213,924,1196,894,,,unmatched,evo,唔……难以想象啊。,とにかくクルーセ、色々と期待してるからねー。,
96978,talk_common,1640,1267,1201,900,,,unmatched,evo,唔……难以想象啊。,あ、シェラ先輩じゃないですか！,
96979,talk_common,1642,1279,1208,918,,,unmatched,evo,总之，我很期待你们的未来哦～,お久しぶりです。またこちらにいらしてたんですね。,
96980,talk_common,1644,1291,1213,924,,,unmatched,evo,总之，我很期待你们的未来哦～,ええ、仕事の関係でちょっとね。,
96981,talk_common,1646,1303,1640,1267,,,unmatched,evo,啊，这不是雪拉前辈吗！,アネラスこそ、こんな所でどうしたのかしら？,
96982,talk_common,1652,,1642,1279,7779,ch0120020668,exact,evo,好久不见。您又来这边了啊。,えっと、魔獣退治の依頼がこちらの方面であったんですよー。,えっと、魔獣退治の依頼がこちらの方面であったんですよー。
96983,talk_common,1654,,1644,1291,18196,ch0120020461,vector_search (0.98),evo,嗯，因为工作的关系稍微来一下。,で、今さっきようやく片付いたところでして。,今さっき、ようやく片付いたところなんですよ。
96984,talk_common,1656,,1646,1303,15250,ch0030021702,normalized,evo,亚妮拉丝你呢，在这种地方做什么？,そうなの……,そうなの……
96985,talk_common,1666,,1652,1327,7779,ch0120020668,exact,evo,哦，协会派我来击退这里的魔兽。,えっと、魔獣退治の依頼がこちらの方面であったんですよー。,えっと、魔獣退治の依頼がこちらの方面であったんですよー。
96986,talk_common,1668,,1654,1339,7780,ch0030020669,exact,evo,嗯，刚刚终于处理完了。,そうなの……ご苦労様。,そうなの……ご苦労様。
96987,talk_common,1676,,1656,1351,16811,ch0120021270,blockwise,evo,是这样啊……,えっと、魔獣退治の依頼がこちらの方面であったんですよー。,えっと、魔獣退治の依頼がこちらの方面であったんですよー。
96988,talk_common,1678,,1666,1375,16812,ch0120021271,blockwise,evo,哦，协会派我来击退这里的魔兽。,街道の封鎖が解除されてやっと依頼を果たすことができました。,街道の封鎖が解除されてやっと依頼を果たすことができました。
96989,talk_common,1680,,1668,1387,18197,ch0030020462,blockwise,evo,是这样啊……辛苦了。,そうなの……,そうなの……
96990,talk_common,1685,,1676,1405,18198,ch0030020463,blockwise,evo,嗯～协会委托我来这边击退通缉魔兽。,どう、あんたの言う剣の道は見えてきたのかしら？,どう、あんたの言う剣の道は見えてきたのかしら？
96991,talk_common,1687,,1678,1417,18199,ch0120020464,blockwise,evo,街道的封锁被解除了，我也终于能把委托给完成了。,うう、聞かないで下さい。まだまだ精進の身ってとこです。,うう、聞かないで下さい。まだまだ精進の身ってとこです。
96992,talk_common,1689,1465,1680,1429,,,unmatched,evo,是这样啊……,ところで、こちらの二人が噂の……,
96993,talk_common,1691,,1685,1441,14878,ch0030151431,exact,evo,对了，你已经找到所谓的剑之道了吗？,ええ、その通りよ。,ええ、その通りよ。
96994,talk_common,1693,1489,1687,1453,,,unmatched,evo,呜呜，您就别取笑我了，我还差得远呢。,コホン、では改めて……,
96998,talk_common,1701,1537,1695,1501,,,unmatched,evo,哈喽，新人们！,あ、うん、初めまして。,
96999,talk_common,1703,1549,1697,1513,,,unmatched,evo,我是亚妮拉丝·艾尔菲德──和你们两位是初次见面呢。,（あたしよりも年上っぽいけど  結構やりそうなお姉さんみたいね。）,
97000,talk_common,1705,,1699,1525,46257,ch0020141612,normalized,evo,听雪拉前辈说过你们，是艾丝蒂尔和约书亚，对吧？,こちらこそ、よろしくお願いします。,こちらこそよろしくお願いします。
97001,talk_common,1707,1573,1701,1537,,,unmatched,evo,啊，嗯，初次见面。,ふふ、何か困ったことがあればいつでも気軽に声をかけてね。,
97002,talk_common,1709,1585,1703,1549,,,unmatched,evo,（看起来比我年长一些，　感觉是个挺能干的姐姐呢。）,先輩として、全力で相談に乗るから！,
97003,talk_common,1711,1597,1705,1561,,,unmatched,evo,彼此彼此，请您多多关照。,あはは、機会があればぜひ。,
97004,talk_common,1713,,1707,1573,,,conflict,evo,呵呵，有什么困难的话随时都可以找我商量哦。,その時はよろしくお願いします。,
97005,talk_common,2039,1734,1709,1585,,,unmatched,evo,作为前辈，我会全力帮助你们的！,（あれ……  この人ひょっとして……）,
97006,talk_common,2044,1740,1711,1597,,,unmatched,evo,啊哈哈，有机会的话一定。,（あれ……  この人ひょっとして……）,
97007,talk_common,2051,1758,1713,1609,,,unmatched,evo,到时还请多多关照。,（うん、僕らと同じ  遊撃士みたいだね。）,
97008,talk_common,2056,1764,2039,1734,,,unmatched,evo,（咦……　这个人该不会是……）,（うん、僕らと同じ  遊撃士みたいだね。）,
97009,talk_common,2063,,2044,1740,18632,ch0020160019,vector_search (0.86),evo,（咦……　这个人该不会是……）,あの……,（まったく……）
97010,talk_common,2068,1788,2051,1758,,,unmatched,evo,（嗯，看起来和我们一样　是游击士呢。）,あの……,
97011,talk_common,2073,,2056,1764,,,conflict,evo,（嗯，看起来和我们一样　是游击士呢。）,………………………………,
97012,talk_common,2077,1818,2063,1782,,,unmatched,evo,请问……,もしもし？,
97013,talk_common,2082,1824,2068,1788,,,unmatched,evo,请问……,もしもし？,
97014,talk_common,2087,,2073,1836,,,conflict,evo,………………………………,………………………………,
97015,talk_common,2091,1854,2077,1818,,,unmatched,evo,那个……？,相変わらず不愛想ね、スティング。,
97016,talk_common,2096,1860,2082,1824,,,unmatched,evo,那个……？,相変わらず不愛想ね、スティング。,
97017,talk_common,2105,1896,2087,1836,,,unmatched,evo,………………………………,なんだ……シェラザードか……,
97018,talk_common,2109,1914,2091,1854,,,unmatched,evo,你还是和以前一样冷淡啊，斯丁克。,またしばらくボースで世話になるからよろしくね。,
97019,talk_common,2114,1920,2096,1860,,,unmatched,evo,你还是和以前一样冷淡啊，斯丁克。,またしばらくボースで世話になるからよろしくね。,
97020,talk_common,2119,1932,2105,1896,,,unmatched,evo,什么嘛……是雪拉扎德啊……,なるほど……………今回は後輩を連れて出張か。,
97021,talk_common,2121,1944,2109,1914,,,unmatched,evo,接下来我们要在柏斯待一段时间，还请多多关照。,いつぞやの新人が見違えたものだ……,
97022,talk_common,2123,1956,2114,1920,,,unmatched,evo,接下来我们要在柏斯待一段时间，还请多多关照。,今、事件が多発しているせいで遊撃士の数が足りなくてな……,
97023,talk_common,2125,1968,2119,1932,,,unmatched,evo,原来如此……………这次是带着后辈出差啊。,……頼りにしてるぞ。,
97024,talk_common,2129,1986,2121,1944,,,unmatched,evo,曾经的新人已经大不一样了……,（シェラ姉の知り合いだったんだ。  何だかちょっと怖い人ね。）,
97025,talk_common,2134,1992,2123,1956,,,unmatched,evo,最近发生了很多事情，游击士的人手远远不够……,（シェラ姉の知り合いだったんだ。  何だかちょっと怖い人ね。）,
97026,talk_common,2141,2010,2125,1968,,,unmatched,evo,……要靠你了。,（でも、あの足の運び……  相当できる人みたいだよ。）,
97027,talk_common,2146,2016,2129,1986,,,unmatched,evo,（原来是雪拉姐的熟人啊。　感觉是个有点可怕的人呢。）,（でも、あの足の運び……  相当できる人みたいだよ。）,
97028,talk_common,2356,2182,2134,1992,,,unmatched,evo,（原来是雪拉姐的熟人啊。　感觉是个有点可怕的人呢。）,おや、その紋章は……,
97029,talk_common,2358,2194,2141,2010,,,unmatched,evo,（但是，看那步伐……　似乎是个相当厉害的人呢。）,もしかして遊撃士協会のエステル君とヨシュア君かい？,
97030,talk_common,2363,2218,2146,2016,,,unmatched,evo,（但是，看那步伐……　似乎是个相当厉害的人呢。）,ええっ、どうして？,
97031,talk_common,2368,2224,2356,2182,,,unmatched,evo,哦，那个徽章是……,ええっ、どうして？,
97032,talk_common,2373,,2358,2194,52563,ch2310130258,exact,evo,莫非是游击士协会的艾丝蒂尔和约书亚吗？,私は《リベール通信》の編集長をやっている者だ。,私は《リベール通信》の編集長をやっている者だ。
97033,talk_common,2375,,2363,2218,52564,ch2310130259,exact,evo,哎？您怎么知道？,ナイアル君とドロシー君から君らの噂はかねがね聞いとるよ。,ナイアル君とドロシー君から君らの噂はかねがね聞いとるよ。
97034,talk_common,2379,,2368,2224,,,conflict,evo,哎？您怎么知道？,あ、なるほど。,
97035,talk_common,2384,,2373,2236,,,conflict,evo,我就是《利贝尔通信》的总编。,あ、なるほど。,
97036,talk_common,2391,,2375,2248,49036,ch0020130262,exact,evo,我从奈尔和朵洛希那里听说过很多你们的事情。,どうも初めまして。,どうも初めまして。
97037,talk_common,2396,,2379,2266,49036,ch0020130262,exact,evo,啊，原来如此。,どうも初めまして。,どうも初めまして。
97038,talk_common,2403,,2384,2272,52568,ch0020130263,exact,evo,啊，原来如此。,《リベール通信》は毎号、楽しみにさせてもらっています。,《リベール通信》は毎号、楽しみにさせてもらっています。
97039,talk_common,2408,,2391,2290,52568,ch0020130263,exact,evo,初次见面。,《リベール通信》は毎号、楽しみにさせてもらっています。,《リベール通信》は毎号、楽しみにさせてもらっています。
97040,talk_common,2413,,2396,2296,52569,ch2310130264,exact,evo,初次见面。,ははは。嬉しいことを言ってくれるねぇ。,ははは。嬉しいことを言ってくれるねぇ。
97041,talk_common,2706,2422,2403,2314,,,unmatched,evo,每一期的《利贝尔通信》都给我们带来了很多乐趣。,あ、お姉ちゃん！,
97042,talk_common,2710,2440,2408,2320,,,unmatched,evo,每一期的《利贝尔通信》都给我们带来了很多乐趣。,はーい、ルゥイ。,
97043,talk_common,2715,2446,2413,2332,,,unmatched,evo,哈哈哈，听你这么说，我很高兴。,はーい、ルゥイ。,
97044,talk_common,2720,2458,2706,2422,,,unmatched,evo,啊，大姐姐！,あの後、兵隊さんが来てお姉ちゃんたちを連れていったからビックリしちゃったよ。,
97045,talk_common,2722,2470,2710,2440,,,unmatched,evo,嗨～鲁伊。,お姉ちゃんたちは何も悪いことしてないのにね。,
97046,talk_common,2724,2482,2715,2446,,,unmatched,evo,嗨～鲁伊。,大丈夫だった？ひどい目にあわされなかった？,
97047,talk_common,2728,2500,2720,2458,,,unmatched,evo,那之后，士兵们来把大姐姐你们带走了，我都吓了一跳呢。,ありゃりゃ心配かけちゃったか……,
97048,talk_common,2733,2506,2722,2470,,,unmatched,evo,大姐姐你们明明什么坏事都没做。,ありゃりゃ心配かけちゃったか……,
97049,talk_common,2740,2524,2724,2482,,,unmatched,evo,没事吧？没有受到什么虐待吧？,大丈夫、ご覧の通り元気ハツラツなんだから。,
97050,talk_common,2745,2530,2728,2500,,,unmatched,evo,哎呀呀让你担心了呢……,大丈夫、ご覧の通り元気ハツラツなんだから。,
97051,talk_common,2750,2542,2733,2506,,,unmatched,evo,哎呀呀让你担心了呢……,うん、よかった……,
97052,talk_common,2752,2554,2740,2524,,,unmatched,evo,没事的，你看我精神得很呢。,僕が見たのってやっぱり飛行船だったんだね。,
97053,talk_common,2754,2566,2745,2530,,,unmatched,evo,没事的，你看我精神得很呢。,お姉ちゃん、僕の話を証明してくれてありがとう！,
97054,talk_common,2758,2584,2750,2542,,,unmatched,evo,嗯，太好了……,うん……,
97055,talk_common,2763,2590,2752,2554,,,unmatched,evo,我看到的果然是飞行船呢。,うん……,
97056,talk_common,2770,2608,2754,2566,,,unmatched,evo,大姐姐，谢谢你证实了我说的话！,結局遅かれ早かれ王国軍が証明しただろうからちょっと複雑な気分よね……,
97057,talk_common,2775,2614,2758,2584,,,unmatched,evo,嗯……,結局遅かれ早かれ王国軍が証明しただろうからちょっと複雑な気分よね……,
97058,talk_common,2782,2632,2763,2590,,,unmatched,evo,嗯……,自分たちは空賊と間違われて捕まっちゃったワケだし。,
97059,talk_common,2787,2638,2770,2608,,,unmatched,evo,搞了半天你说的话其实迟早会被王国军证实，心情有点复杂……,自分たちは空賊と間違われて捕まっちゃったワケだし。,
97060,talk_common,2794,2656,2775,2614,,,unmatched,evo,搞了半天你说的话其实迟早会被王国军证实，心情有点复杂……,ま、ちょっとカッコつかなかったけど約束は守れたんだ……,
97061,talk_common,2799,2662,2782,2632,,,unmatched,evo,我们自己还被误认为空贼给抓起来了呢。,ま、ちょっとカッコつかなかったけど約束は守れたんだ……,
97062,talk_common,2806,2680,2787,2638,,,unmatched,evo,我们自己还被误认为空贼给抓起来了呢。,よかったんじゃないかな。,
97063,talk_common,2811,2686,2794,2656,,,unmatched,evo,虽然有点不够帅气，但约定还是遵守了……,よかったんじゃないかな。,
