RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
88029,mp4000_extk,1137,698,1119,,,,unmatched,evo,那艘没见过的飞艇向西边飞去了。,あの辺りの茂みから今にも犯人が飛び出してきそうで不安だよ。,
88030,mp4000_extk,1139,746,1121,,,,unmatched,evo,说起西边，那是雷斯顿要塞的方向……,もしテロリストに逃げられたら守備隊の面子が丸つぶれだからね。,
88031,mp4000_extk,1141,758,1123,,,,unmatched,evo,说不定是在测试新型飞艇吧？,これは当分気の抜けない日が続きそうだよ……,
88032,mp4000_extk,1149,746,1137,,,,unmatched,evo,感觉犯人随时会从这茂密的树林中蹿出来，真让人感到不安啊。,もしテロリストに逃げられたら守備隊の面子が丸つぶれだからね。,
88033,mp4000_extk,1151,758,1139,,,,unmatched,evo,要是让恐怖分子逃跑了，守备队的面子可就丢尽了啊。,これは当分気の抜けない日が続きそうだよ……,
88034,mp4000_extk,1165,788,1141,,,,unmatched,evo,不能松懈的日子好像还要一直持续下去呢……,俺たち、こうやって毎日地平線を眺めてるだろ？,
88035,mp4000_extk,1167,800,1149,,,,unmatched,evo,要是让恐怖分子逃跑了，守备队的面子可就丢尽了啊。,おかげでものすごく目が良くなっちゃってさ。地元の友達に気味悪がられるんだよ。,
88036,mp4000_extk,1169,812,1151,,,,unmatched,evo,不能松懈的日子好像还要一直持续下去呢……,これも一種の職業病だよね。不健康ってワケじゃないんだけど。,
88037,mp4000_extk,1177,836,1165,,,,unmatched,evo,我们每天都这样眺望地平线。,こうやって毎日地平線を眺めてるからおかげで目が良くなり過ぎてさ。,
88038,mp4000_extk,1179,848,1167,,,,unmatched,evo,正因如此，眼神也变的过于敏锐了。经常让当地的朋友感到不愉快。,地元の友達に気味悪がられるんだよ。これも一種の職業病だよね。,
88039,mp4000_extk,1193,878,1169,,,,unmatched,evo,这也是一种职业病吧。不是身体不健康。,今日もリベール王国は平和だね。,
88040,mp4000_extk,1195,890,1177,,,,unmatched,evo,就因为每天都这样眺望地平线，眼神也变的太过敏锐了。,問題があるとすれば平和過ぎて眠くなることぐらいかな。,
88041,mp4000_extk,1197,902,1179,,,,unmatched,evo,经常让当地的朋友感到不愉快。这也是一种职业病吧。,ふあぁあ……,
88042,mp4000_extk,1205,950,1193,,,,unmatched,evo,今天的利贝尔王国也很和平啊。,い、いかん……交代までは何とか持ちこたえないと。,
88043,mp4000_extk,1213,974,1195,,,,unmatched,evo,如果说哪里有问题的话，那就是和平过了头，都让人想睡觉了。,風もあったかくて心地良いなぁ。,
88044,mp4000_extk,1215,986,1197,,,,unmatched,evo,呼啊啊啊……,今日は天気が良いからカルデア丘陵までよく見えるよ。,
