RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLineno,RemakeScenaScriptTranslationLineno,RemakeScenaScriptTranslationAddStructLineno,OldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
65623,mp2000_ev,23480,,23480,21566,24958,ch0010040589,blockwise,evo,就是你吧？,キミ、なんか心当たりある？,キミ、なんか心当たりある？
65626,mp2000_ev,23506,,23506,21722,24961,ch0010040592,blockwise,evo,在旅馆附近……,宿酒場の近くだけど……,宿酒場の近くだけど……
65627,mp2000_ev,23508,,23508,21734,24962,ch0010040593,blockwise,evo,不过已经过去一段时间了，不知她后来又去了哪里。,ちょっと前のことだからどこに行ったか判らないわよ？,ちょっと前のことだからどこに行ったか判らないわよ？
65628,mp2000_ev,23511,,23511,21752,24963,ch0010040594,blockwise,evo,我们陪你一起找她吧。,あたしたちも一緒に捜してあげよっか？,あたしたちも一緒に捜してあげよっか？
65631,mp2000_ev,23556,,23556,22022,24504,ch0010040597,blockwise,evo,真是个活泼的孩子啊～,元気な子ね～。,元気な子ね〜。
65632,mp2000_ev,23558,,23558,22034,24967,ch0010040598,blockwise,evo,感觉他和洛连特的鲁克在某些方面有点像……,ロレントのルックに少し感じが似ているような……,ロレントのルックに少し感じが似ているような……
65633,mp2000_ev,23561,,23561,22052,24968,ch0010040599,blockwise,evo,不知道鲁克那小子如今正在做什么。,あの子たち、今頃何してるのかな。,あの子たち、今頃何してるのかな。
65634,mp2000_ev,23577,,23577,22148,24507,ch0010040600,blockwise,evo,约书亚，怎么了？,ヨシュア、どうしたの？,ヨシュア、どうしたの？
65635,mp2000_ev,23580,,23580,22166,24508,ch0020040601,blockwise,evo,嗯……但愿是我多心。,うん……気のせいならいいんだけど。,うん……気のせいならいいんだけど。
65636,mp2000_ev,23590,,23590,22226,24971,ch0020040602,blockwise,evo,艾丝蒂尔，你有没有丢失东西？,エステル、何か失くしてない？,エステル、何か失（な）くしてない？
65637,mp2000_ev,23592,,23592,22238,24510,ch0010040603,blockwise,evo,丢东西？丢什么？,失くす？　何を？,失くす？　何を？
65638,mp2000_ev,23595,,23595,22256,24511,ch0020040604,blockwise,evo,随身携带的东西。,身に付けている物だよ。,身に付けている物だよ。
65639,mp2000_ev,23597,,23597,22268,24974,ch0020040605,blockwise,evo,比如钱包、饰品之类的。,財布とかアクセサリーとか。,財布とかアクセサリーとか。
65640,mp2000_ev,23604,,23604,22310,24513,ch0010040606,blockwise,evo,为何突然这么问？,なによ、やぶから棒に？,なによ、やぶから棒に？
65641,mp2000_ev,23617,,23617,22388,24976,ch0010040607,blockwise,evo,钱包……在啊。,財布は……ある。,財布は……ある。
65642,mp2000_ev,23629,,23629,22460,24977,ch0010040608,blockwise,evo,头饰……也在。,髪飾りも……ＯＫ。,髪飾りも……ＯＫ。
65643,mp2000_ev,23631,,23631,22472,24978,ch0010040609,blockwise,evo,游击士徽章……,遊撃士の紋章は……,遊撃士の紋章は……
65644,mp2000_ev,23649,,23649,22580,24979,ch0010040610,blockwise,evo,…………………………,……………………………,……………………………
65645,mp2000_ev,23657,,23657,22628,24518,ch0020040611,blockwise,evo,果然……,やっぱりね……,やっぱりね……
65646,mp2000_ev,23673,,23673,22724,24519,ch0010040612,blockwise,evo,哎──！？怎么回事！？,ええええ！？一体どうなってるの！？,ええええ！？一体どうなってるの！？
65647,mp2000_ev,23675,,23675,22736,24982,ch0010040613,blockwise,evo,难道是下山时掉了吗！？,峠越えをする時に落としちゃったとかっ！？,峠越えをする時に落としちゃったとかっ！？
65648,mp2000_ev,23683,,23683,22784,24521,ch0020040614,blockwise,evo,冷静点，艾丝蒂尔。,落ち着いて、エステル。,落ち着いて、エステル。
65649,mp2000_ev,23686,,23686,22802,24984,ch0020040615,blockwise,evo,吃午餐的时候你确实是戴着的。,ランチを食べていた時にはちゃんと付けていたよ。,ランチを食べていた時にはちゃんと左胸に付けていたよ。
65650,mp2000_ev,23688,,23688,22814,24985,ch0020040616,blockwise,evo,所以丢失地点只能是这个地方。,失くしたとすれば……この場所でしか考えられない。,失くしたとすれば……この場所でしか考えられない。
65651,mp2000_ev,23698,,23698,22874,24524,ch0010040617,blockwise,evo,可、可是……会丢在哪里呢？,で、でも……どこにも落ちてないけど。,で、でも……どこにも落ちてないけど。
65652,mp2000_ev,23703,,23703,22904,24525,ch0010040618,blockwise,evo,难、难道是……,ま、まさか……,ま、まさか……
65653,mp2000_ev,23714,,23714,22970,24526,ch0020040619,blockwise,evo,嗯，很可能是刚才那个男孩偷走的。,たぶん、さっきの子だろうね。,たぶん、さっきの子だろうね。
65654,mp2000_ev,23716,,23716,22982,24989,ch0020040620,blockwise,evo,他撞你的动作很不自然，我当时就起了疑心……,不自然なぶつかり方をしたからもしかしたらとは思ったけど……,不自然なぶつかり方をしたからもしかしたらとは思ったけど……
65655,mp2000_ev,23728,,23728,23054,24528,ch0010040621,blockwise,evo,你、你说什么～！？,あ、あんですってー！？,あ、あんですってー！？
65656,mp2000_ev,23731,,23731,23072,24991,ch0010040622,blockwise,evo,他、他为什么要偷我的游击士徽章啊！？,ど、どうして遊撃士の紋章なんかを！？,ど、どうして遊撃士の紋章なんかを！？
65657,mp2000_ev,23743,,23743,23144,24530,ch0020040623,blockwise,evo,那东西在小孩子的手里也没什么用处。,確かに、子供が持ってても何の意味もないものだからね。,確かに、子供が持ってても何の意味もないものだからね。
65658,mp2000_ev,23745,,23745,23156,24993,ch0020040624,blockwise,evo,所以很可能只是恶作剧。,イタズラの可能性が高そうだ。,イタズラの可能性が高そうだ。
65659,mp2000_ev,23754,,23754,23210,24532,ch0010040625,blockwise,evo,唔～那个可恶的调皮蛋，我绝对饶不了他！,むむむむ～……イタズラ小僧、許すまじ！,むむむむ〜……イタズラ小僧、許すまじ！
65660,mp2000_ev,23757,,23757,23228,24995,ch0010040626,blockwise,evo,抓到他之后，一定要好好教训一顿！,絶対に捕まえてお仕置きしてやるんだからっ！,絶対に捕まえてお仕置きしてやるんだからっ！
65661,mp2000_ev,23764,,23764,23270,24534,ch0020040627,blockwise,evo,对小孩子可要手下留情哦。,まあ、お手柔らかに。,まあ、お手柔らかに。
65662,mp2000_ev,23767,,23767,23288,24997,ch0020040628,blockwise,evo,总之，我们先在这附近找找那孩子吧。,とりあえず、あの子がどこに行ったのか調べてみよう。,とりあえず、あの子がどこに行ったのか調べてみよう。
65663,mp2000_ev,24505,,24505,23984,24269,ch1470040643,blockwise,evo,哎呀，怎么了？,あら、どうしたの？,あら、どうしたの？
65664,mp2000_ev,24507,,24507,23996,24270,ch0010040644,blockwise,evo,有件事想请问您……,ちょっと聞きたいんだけど……,ちょっと聞きたいんだけど……
65665,mp2000_ev,24510,,24510,24014,24271,ch0010040645,blockwise,evo,您有没有在这附近见到一个戴帽子的男孩？,この辺で、帽子をかぶった男の子を見かけたことないかな？,この辺で、帽子をかぶった男の子を見かけたことないかな？
65666,mp2000_ev,24518,,24518,24062,24272,ch1470040646,blockwise,evo,戴帽子的男孩……,帽子をかぶった男の子……,帽子をかぶった男の子……
65667,mp2000_ev,24520,,24520,24074,24273,ch1470040647,blockwise,evo,哦，就是那个王立学园的女学生带来的吧？,ああ、王立学園の生徒さんの連れがそうだったかしら。,ああ、王立学園の生徒さんの連れがそうだったかしら。
65668,mp2000_ev,24528,,24528,24122,24274,ch0010040648,blockwise,evo,嗯，就是那孩子！,うん、まさにその子よ！,うん、まさにその子よ！
65669,mp2000_ev,24531,,24531,24140,24275,ch0020040649,blockwise,evo,您知道他是哪家的孩子吗？,どこの子かご存じありませんか？,どこの子かご存じありませんか？
65670,mp2000_ev,24540,,24540,24194,24276,ch1470040650,blockwise,evo,不是这个村子的孩子呢。,この村の子供じゃないわね。,この町の子供じゃないわね。
65671,mp2000_ev,24542,,24542,24206,24277,ch1470040651,blockwise,evo,应该是孤儿院的孩子……,孤児院の子だと思うけど……,孤児院の子だと思うけど……
65672,mp2000_ev,24544,,24544,24218,24278,ch0010040652,blockwise,evo,孤儿院……？,孤児院……？,孤児院……？
65673,mp2000_ev,24547,,24547,24236,24279,ch1470040653,blockwise,evo,嗯，就是“玛西亚孤儿院”。,『マーシア孤児院』って言ってね。,『マーシア孤児院』って言ってね。
65674,mp2000_ev,24549,,24549,24248,24280,ch1470040654,blockwise,evo,由一位叫特蕾莎的女士开设的慈善设施。,テレサ院長っていう女の方が運営していらっしゃる福祉施設よ。,テレサ院長っていう女の方が運営していらっしゃる福祉施設よ。
65675,mp2000_ev,24565,,24565,24344,24281,ch1470040655,blockwise,evo,走东面的梅威海道就会经过那里。,東のメーヴェ海道の途中にあるわ。,東のメーヴェ海道の途中にあるわ。
65676,mp2000_ev,24577,,24577,24416,24282,ch0010040656,blockwise,evo,原来那孩子是住在孤儿院的……,あの子、孤児院に住んでるんだ……,あの子、孤児院に住んでるんだ……
65677,mp2000_ev,24581,,24581,24440,24283,ch0020040657,blockwise,evo,我们赶快去看看吧。,さっそく訪ねてみようか。,さっそく訪ねてみようか。
65678,mp2000_ev,25516,,25516,25024,19262,ch0010040658,blockwise,evo,…………………………,…………………………,…………………………
65679,mp2000_ev,25518,,25518,25036,19263,ch0020040659,blockwise,evo,看来孤儿院就在前面了。,どうやらこの先にあるみたいだね。,どうやらこの先にあるみたいだね。
65680,mp2000_ev,25527,,25527,25090,19264,ch0010040660,blockwise,evo,嗯……,うーん……,うーん……
65681,mp2000_ev,25529,,25529,25102,19265,ch0010040661,blockwise,evo,…………………………,…………………………,…………………………
65682,mp2000_ev,25542,,25542,25180,19266,ch0020040662,blockwise,evo,怎么了？艾丝蒂尔。,どうしたの、エステル？,どうしたの、エステル？
65683,mp2000_ev,25546,,25546,25204,19267,ch0010040663,blockwise,evo,……我已经想好了！,……よし、決めた！,……よし、決めた！
65684,mp2000_ev,25556,,25556,25264,19268,ch0010040664,blockwise,evo,无论身世有多么坎坷，偷别人的东西也是不对的！,境遇うんぬんは関係ない！人の物を取るのは悪いこと！,境遇うんぬんは関係ない！人の物を取るのは悪いこと！
65685,mp2000_ev,25558,,25558,25276,19269,ch0010040665,blockwise,evo,抓到那孩子之后，我一定要好好教训他一顿！,見つけたらきっちりお仕置きしてやるんだから！,見つけたらきっちりお仕置きしてやるんだから！
65686,mp2000_ev,25576,,25576,25384,19270,ch0020040666,blockwise,evo,哈哈，在烦恼之后得出这样的结论，确实很符合你的性格啊……,はは、悩んでそう結論するのがエステルらしいっていうか……,はは、悩んでそう結論するのがエステルらしいっていうか……
65687,mp2000_ev,25579,,25579,25402,19271,ch0020040667,blockwise,evo,不过，还是要适当留情哦。,とりあえず、お手柔らかにね。,とりあえず、お手柔らかにね。
65775,mp2000_ev,34804,,34804,33275,26412,ch0010040819,blockwise,evo,嗯……特蕾莎院长真是一位非常和蔼可亲的人啊。,うーん、テレサ院長ってあったかい感じのする人よね。,うーん、テレサ院長ってあったかい感じのする人よね。
65776,mp2000_ev,34808,,34808,33299,26413,ch0020040820,blockwise,evo,是啊……感觉就像孩子们的母亲一样。,そうだね……お母さんって感じの人かな。,そうだね……お母さんって感じの人かな。
65777,mp2000_ev,34811,,34811,33317,26414,ch0060040821,blockwise,evo,呵呵，那些孩子一直都把院长视为真正的母亲。,ふふ、子供たちにとっては本当のお母さんと同じですから。,ふふ、子供たちにとっては本当のお母さんと同じですから。
65778,mp2000_ev,34868,,34868,33659,26415,ch0060040822,blockwise,evo,吉克，你已经等我很久了吧？,ジーク。待っていてくれたの？,ジーク。待っていてくれたの？
65780,mp2000_ev,34881,,34881,33737,26417,ch0060040824,blockwise,evo,嗯，是的，他们并不是坏人哦。,うん、そうなの。悪い人たちじゃなかったの。,うん、そうなの。悪い人たちじゃなかったの。
65781,mp2000_ev,34885,,34885,33761,26418,ch0060040825,blockwise,evo,他们是艾丝蒂尔和约书亚。,エステルさんとヨシュアさんっていってね。,エステルさんとヨシュアさんっていってね。
65782,mp2000_ev,34887,,34887,33773,26419,ch0060040826,blockwise,evo,你记住了吗？,あなたも覚えていてくれる？,あなたも覚えていてくれる？
65784,mp2000_ev,34891,,34891,33797,26421,ch0060040828,blockwise,evo,呵呵，乖孩子。,ふふ、いい子ね。,ふふ、いい子ね。
65785,mp2000_ev,34894,,34894,33815,26422,ch0010040829,blockwise,evo,好、好厉害，你在和它交谈吗？,す、すごい。その子と喋れるの？,す、すごい。その子と喋れるの？
65786,mp2000_ev,34910,,34910,33911,26423,ch0060040830,blockwise,evo,交谈倒还算不上，但我可以理解它的意思。,さすがに喋れませんけど何が言いたいのかは判ります。,さすがに喋れませんけど何が言いたいのかは判ります。
65787,mp2000_ev,34917,,34917,33953,26424,ch0060040831,blockwise,evo,这也许是因为我们能够感受到对方的心情……,お互いの気持ちが通じ合っているっていうか……,お互いの気持ちが通じ合っているっていうか……
65788,mp2000_ev,34920,,34920,33971,26425,ch0010040832,blockwise,evo,哇～,ほえ～……,ほえ〜……
65789,mp2000_ev,34923,,34923,33989,26426,ch0020040833,blockwise,evo,这就是所谓的心有灵犀吧。,相思相愛ってわけだね。,相思相愛ってわけだね。
65790,mp2000_ev,34928,,34928,34019,26427,ch0060040834,blockwise,evo,是啊。,はい。,はい。
65791,mp2000_ev,34939,,34939,34085,26428,ch0010040835,blockwise,evo,你好啊，吉克。,こんにちは、ジーク。,こんにちは、ジーク。
65792,mp2000_ev,34945,,34945,34121,26429,ch0010040836,blockwise,evo,我叫艾丝蒂尔，请多指教❤,あたしエステル、よろしくね❤,あたしエステル、よろしくね❤
65795,mp2000_ev,34975,,34975,34301,26432,ch0010040839,blockwise,evo,啊……,ああっ……,ああっ……
65796,mp2000_ev,34977,,34977,34313,26433,ch0010040840,blockwise,evo,呜呜……被它嫌弃了。,しくしく、フラれちゃった。,しくしく、フラれちゃった。
65797,mp2000_ev,34983,,34983,34349,26434,ch0020040841,blockwise,evo,哈哈，真遗憾。,はは、残念だったね。,はは、残念だったね。
65798,mp2000_ev,34986,,34986,34367,26435,ch0060040842,blockwise,evo,嘻嘻……,クスクス……,クスクス……
65799,mp2000_ev,34995,,34995,34421,26436,ch0060040843,blockwise,evo,话说回来，你们要去卢安市吧？,そういえば、エステルさんたちはルーアン市に行かれるんですよね？,そういえば、エステルさんたちはルーアン市に行かれるんですよね？
65800,mp2000_ev,35003,,35003,34469,26437,ch0010040844,blockwise,evo,嗯，我们要去协会分部办理转属手续。,うん、ギルドの支部で転属手続きをするつもりなの。,うん、ギルドの支部で転属手続きをするつもりなの。
65801,mp2000_ev,35005,,35005,34481,26438,ch0010040845,blockwise,evo,办完之后才能接受工作。,そうしないとお仕事できないし。,そうしないとお仕事できないし。
65802,mp2000_ev,35013,,35013,34529,26439,ch0060040846,blockwise,evo,卢安的协会分部啊，我去过好几次呢。,ルーアンのギルドでしたら私、何回か行った事があります。,ルーアンのギルドでしたら私、何回か行った事があります。
65803,mp2000_ev,35015,,35015,34541,26440,ch0060040847,blockwise,evo,如果不介意，可以让我带你们去吗？,よかったら案内しましょうか？,よかったら案内しましょうか？
65804,mp2000_ev,35018,,35018,34559,26441,ch0010040848,blockwise,evo,哇～可以吗？那真是求之不得。,わ、いいの？すごく助かっちゃうけど。,わ、いいの？すごく助かっちゃうけど。
65805,mp2000_ev,35021,,35021,34577,26442,ch0020040849,blockwise,evo,你有空吗？不用赶快回学园？,君の方は大丈夫？すぐに学園に戻らなくて。,君の方は大丈夫？すぐに学園に戻らなくて。
65806,mp2000_ev,35032,,35032,34643,26443,ch0060040850,blockwise,evo,嗯，没问题，我今天请了一天的假。,はい、今日一日は外出許可を貰っていますから。,はい、今日一日は外出許可を貰っていますから。
65807,mp2000_ev,35034,,35034,34655,26444,ch0060040851,blockwise,evo,只要在天黑之前回去就可以了。,夜までに戻れば大丈夫です。,夜までに戻れば大丈夫です。
65808,mp2000_ev,35037,,35037,34673,26445,ch0010040852,blockwise,evo,那就这么定啦♪,それじゃあ決まりね♪,それじゃあ決まりね♪
65809,mp2000_ev,35039,,35039,34685,26446,ch0010040853,blockwise,evo,目的地是卢安，出发～！,ルーアンに向けてレッツ・ゴー！,ルーアンに向けてレッツ・ゴー！
65810,mp2000_ev,37460,,37460,35340,19272,ch0400040862,blockwise,evo,……克萝赛姐姐。,……クローゼ姉ちゃん。,……クローゼ姉ちゃん。
65811,mp2000_ev,37504,,37504,35604,19273,ch0060040863,blockwise,evo,克拉姆？,クラム君？,クラム君？
65812,mp2000_ev,37507,,37507,35622,19274,ch0010040864,blockwise,evo,啊，是捣蛋鬼！,あ、イタズラ小僧！,あ、イタズラ小僧！
65813,mp2000_ev,37519,,37519,35694,19275,ch0060040865,blockwise,evo,你可真是的……不能跑到这种地方玩哦。,もう……こんな所で遊んだらダメよ。,もう……こんな所で遊んだらダメよ。
65814,mp2000_ev,37521,,37521,35706,19276,ch0060040866,blockwise,evo,万一遇到魔兽怎么办。,魔獣に襲われたらどうするの？,魔獣に襲われたらどうするの？
65815,mp2000_ev,37524,,37524,35724,19277,ch0400040867,blockwise,evo,克萝赛姐姐，我是来向你道歉的……,オイラ、クローゼ姉ちゃんにどうしても謝りたくってさ……,オイラ、クローゼ姉ちゃんにどうしても謝りたくってさ……
65816,mp2000_ev,37526,,37526,35736,19278,ch0400040868,blockwise,evo,对不起，我当时不该说谎。,何もしてないなんて嘘ついたりしてごめんなさい。,何もしてないなんて嘘ついたりしてごめんなさい。
65817,mp2000_ev,37538,,37538,35808,19279,ch0060040869,blockwise,evo,呵呵……我根本没生气，别放在心上啦。,ふふ……怒ってないから安心して。,ふふ……怒ってないから安心して。
65818,mp2000_ev,37540,,37540,35820,19280,ch0060040870,blockwise,evo,另外，其实你还想对另一个人道歉吧？,それに、本当に謝りたい人は他にもいるんだよね？,それに、本当に謝りたい人は他にもいるんだよね？
65819,mp2000_ev,37545,,37545,35850,19281,ch0400040871,blockwise,evo,啊……,ギクッ……,ギクッ……
65820,mp2000_ev,37549,,37549,35874,19282,ch0400040872,blockwise,evo,没、没有的事！,そ、そんなことないもんね！,そ、そんなことないもんね！
65821,mp2000_ev,37552,,37552,35892,19283,ch0010040873,blockwise,evo,？？？,？？？,？？？
65822,mp2000_ev,37563,,37563,35958,19284,ch0060040874,blockwise,evo,我非常了解你，你是一个很好的孩子。,あなたが良い子なのは私、よく知っているから。,あなたが良い子なのは私、よく知っているから。
65823,mp2000_ev,37565,,37565,35970,19285,ch0060040875,blockwise,evo,来……向人家道个歉吧。,ね……ちゃんと謝ろう？,ね……ちゃんと謝ろう？
65824,mp2000_ev,37575,,37575,36030,19286,ch0400040876,blockwise,evo,…………………………,…………………………,…………………………
65825,mp2000_ev,37578,,37578,36048,19287,ch0400040877,blockwise,evo,没办法，既然克萝赛姐姐都这么说了……,クローゼ姉ちゃんの頼みなら仕方ないや……,クローゼ姉ちゃんの頼みなら仕方ないや……
65826,mp2000_ev,37605,,37605,36210,19288,ch0400040878,blockwise,evo,我错了，游击士姐姐。,悪かったよ。遊撃士の姉ちゃん。,悪かったよ。遊撃士の姉ちゃん。
65827,mp2000_ev,37611,,37611,36246,19289,ch0400040879,blockwise,evo,对……对不起。,ゴメン……なさい。,ゴメン……なさい。
65828,mp2000_ev,37621,,37621,36306,19290,ch0010040880,blockwise,evo,啊、啊哈哈……原来你是来向我道歉的啊。,あ、あはは……あたしに謝りに来たんだ。,あ、あはは……あたしに謝りに来たんだ。
65829,mp2000_ev,37623,,37623,36318,19291,ch0010040881,blockwise,evo,还是有老实的一面嘛❤,素直なとこ、あるじゃない❤,素直なとこ、あるじゃない❤
65830,mp2000_ev,37629,,37629,36354,19292,ch0400040882,blockwise,evo,不、不要搞错！,か、勘違いすんなよ！？,か、勘違いすんなよ！？
65831,mp2000_ev,37631,,37631,36366,19293,ch0400040883,blockwise,evo,我只是听克萝赛姐姐的话，才会给你道歉！,クローゼ姉ちゃんに頼まれたからだってば！,クローゼ姉ちゃんに頼まれたからだってば！
65832,mp2000_ev,37639,,37639,36414,19294,ch0400040884,blockwise,evo,其实你也该反省一下。身为游击士，注意力未免太不集中了吧？,大体なぁ、遊撃士のくせに注意力が足りないんじゃないの？,大体なぁ、遊撃士のくせに注意力が足りないんじゃないの？
65833,mp2000_ev,37641,,37641,36426,19295,ch0400040885,blockwise,evo,竟然会被我这样的小孩轻松偷走身上的东西。,オイラみたいな子供に簡単に取られてどうするのさ？,オイラみたいな子供に簡単に取られてどうするのさ？
65834,mp2000_ev,37644,,37644,36444,19296,ch0010040886,blockwise,evo,唔……,うぐっ……,うぐっ……
65835,mp2000_ev,37652,,37652,36492,19297,ch0400040887,blockwise,evo,拜拜！你要努力锻炼哦！,バイバイ！せいぜい修行しろよな！,バイバイ！せいぜい修行しろよな！
65836,mp2000_ev,37688,,37688,36708,19298,ch0010040888,blockwise,evo,还、还是一点都不可爱！,や、やっぱり可愛くない！,や、やっぱり可愛くない！
65837,mp2000_ev,37697,,37697,36762,19299,ch0020040889,blockwise,evo,好啦，他只是想掩饰害羞而已。,まあまあ。ただの照れ隠しだってば。,まあまあ。ただの照れ隠しだってば。
65838,mp2000_ev,37706,,37706,36816,19300,ch0020040890,blockwise,evo,而且，孩子说的也是事实，你的注意力的确不够集中。,それに、あの子の言う通り注意不足だったのは事実だしね。,それに、あの子の言う通り注意不足だったのは事実だしね。
65839,mp2000_ev,37711,,37711,36846,19301,ch0020040891,blockwise,evo,你难道不觉得自己应该加强锻炼吗？,修行が必要なのは確かだと思うよ？,修行が必要なのは確かだと思うよ？
65840,mp2000_ev,37713,,37713,36858,19302,ch0010040892,blockwise,evo,唔……约书亚，你比他还不可爱！,ううう……ヨシュアはもっと可愛くない！,ううう……ヨシュアはもっと可愛くない！
65841,mp2000_ev,37717,,37717,52262,19303,ch0060040893,blockwise,evo,呵呵……,クスクス……,クスクス……
65842,mp2000_ev,37725,,37725,36930,19304,ch0060040894,blockwise,evo,艾丝蒂尔、约书亚，你们的感情真好啊。,エステルさんとヨシュアさんってとっても仲がいいんですね。,エステルさんとヨシュアさんってとっても仲がいいんですね。
65843,mp2000_ev,37730,,37730,36960,19305,ch0060040895,blockwise,evo,简直就像一对亲姐弟。,まるで本当の姉弟みたいです。,まるで本当の姉弟みたいです。
65844,mp2000_ev,37738,,37738,37008,19306,ch0010040896,blockwise,evo,是、是吗～？,そ、そうかな～？,そ、そうかな〜？
65845,mp2000_ev,37742,,37742,37032,19307,ch0020040897,blockwise,evo,如果从照顾对方的角度来看，倒更像是兄妹呢。,面倒を見る割合からいうと姉弟っていうより兄妹だけどね。,面倒を見る割合からいうと姉弟っていうより兄妹だけどね。
65846,mp2000_ev,37745,,37745,37050,19308,ch0010040898,blockwise,evo,哼，这样说也太失礼了。,む、失礼しちゃうわね。,む、失礼しちゃうわね。
65847,mp2000_ev,37759,,37759,37134,19309,ch0060040899,blockwise,evo,呵呵，真羡慕你们。,ふふ、うらやましいです。私は一人っ子でしたから。,ふふ、うらやましいです。私は一人っ子でしたから。
