RemakeVoiceID,RemakeScenaScriptFilename,RemakeScenaScriptLineno,RemakeScenaScriptAddStructLinenoOldScriptId,OldVoiceFilename,MatchType,RemakeVoiceCategory,RemakeVoiceTranslation,RemakeVoiceText,OldVoiceText
50039,mp0000,10158,9885,,,unmatched,evo,"{'text': '那就先抓到我再说！', 'filebase': 'mp0000', 'lineno': 10158, 'lineno_corr': 9885}",俺を捕まえてみなっ！,
50040,mp0000,10167,9915,,,unmatched,evo,"{'text': '谁叫我先看见的。', 'filebase': 'mp0000', 'lineno': 10167, 'lineno_corr': 9915}",発見したの俺だもんねっ。,
50041,mp0000,10400,10197,,,unmatched,evo,"{'text': '刚才我看到克劳斯伯伯跑得飞快……', 'filebase': 'mp0000', 'lineno': 10400, 'lineno_corr': 10197}",クラウスおじさんがすごい勢いで走っていったけど……,
50042,mp0000,10402,10209,,,unmatched,evo,"{'text': '发生什么事了？', 'filebase': 'mp0000', 'lineno': 10402, 'lineno_corr': 10209}",どうしたの？,
50043,mp0000,10411,10233,,,unmatched,evo,"{'text': '说到《利贝尔通信》，我爸爸经常买来看。', 'filebase': 'mp0000', 'lineno': 10411, 'lineno_corr': 10233}",リベール通信って言ったらうちのお父さんもいつも読んでるよ。,
50044,mp0000,10413,10245,,,unmatched,evo,"{'text': '封面会登载当今话题人物的照片。', 'filebase': 'mp0000', 'lineno': 10413, 'lineno_corr': 10245}",表紙に今話題になってる人の写真が載るんだよね。,
50045,mp0000,10422,10269,,,unmatched,evo,"{'text': '最近，我在主日学校学习了游击士协会的知识。', 'filebase': 'mp0000', 'lineno': 10422, 'lineno_corr': 10269}",最近、日曜学校で遊撃士協会のことを習ったんだ。,
50046,mp0000,10424,10281,,,unmatched,evo,"{'text': '游击士果然令人向往啊。', 'filebase': 'mp0000', 'lineno': 10424, 'lineno_corr': 10281}",やっぱりブレイサーって憧れちゃうな。,
50047,mp0000,10433,10305,,,unmatched,evo,"{'text': '市长官邸的院子真的好美呀。', 'filebase': 'mp0000', 'lineno': 10433, 'lineno_corr': 10305}",市長邸ってすごく庭がキレイだよね。,
50048,mp0000,10435,10317,,,unmatched,evo,"{'text': '听说那也是克劳斯伯伯自己装扮的。', 'filebase': 'mp0000', 'lineno': 10435, 'lineno_corr': 10317}",あれもクラウスおじさんが自分でやってるんだって。,
50049,mp0000,10444,10341,,,unmatched,evo,"{'text': '鲁克从不会手下留情，我只能逃了。', 'filebase': 'mp0000', 'lineno': 10444, 'lineno_corr': 10341}",ルック、手加減しないんだもん。逃げるしかないよー。,
50050,mp0000,10454,10371,,,unmatched,evo,"{'text': '带我去嘛！明明是我告诉你的。', 'filebase': 'mp0000', 'lineno': 10454, 'lineno_corr': 10371}",連れてってよー！教えたのはボクなのにー。,
50051,mp0000,10723,10484,,,unmatched,evo,"{'text': '刚才克劳斯伯伯从这里走过哦。', 'filebase': 'mp0000', 'lineno': 10723, 'lineno_corr': 10484}",さっきね、クラウスおじさんが通ったの。,
50052,mp0000,10725,10496,,,unmatched,evo,"{'text': '还大声地和我打了招呼呢。', 'filebase': 'mp0000', 'lineno': 10725, 'lineno_corr': 10496}",すごく大きな声で挨拶してくれたの。,
50053,mp0000,10734,10520,,,unmatched,evo,"{'text': '鲁克真是的，从早上开始就一直那样。', 'filebase': 'mp0000', 'lineno': 10734, 'lineno_corr': 10520}",ルックったら朝からあの調子なの。,
50054,mp0000,10736,10532,,,unmatched,evo,"{'text': '男孩子还真是单纯啊。', 'filebase': 'mp0000', 'lineno': 10736, 'lineno_corr': 10532}",男の子って単純ね。,
50055,mp0000,10753,10694,,,unmatched,evo,"{'text': '鲁克和帕特他们究竟跑到哪里去了呢……', 'filebase': 'mp0000', 'lineno': 10753, 'lineno_corr': 10694}",ルックとパット、どこに行っちゃったのかなぁ……,
50056,mp0000,10767,10598,,,unmatched,evo,"{'text': '呀，是艾丝蒂尔姐姐和约书亚哥哥！', 'filebase': 'mp0000', 'lineno': 10767, 'lineno_corr': 10598}",あ、エステルお姉ちゃんとヨシュアお兄ちゃん！,
50057,mp0000,10771,10616,,,unmatched,evo,"{'text': '早上好啊，尤妮。', 'filebase': 'mp0000', 'lineno': 10771, 'lineno_corr': 10616}",おはよう、ユニちゃん。,
50058,mp0000,10776,10622,,,unmatched,evo,"{'text': '早上好啊，尤妮。', 'filebase': 'mp0000', 'lineno': 10776, 'lineno_corr': 10622}",おはよう、ユニちゃん。,
50059,mp0000,10783,10640,,,unmatched,evo,"{'text': '今天怎么没有和鲁克、帕特在一起呢。', 'filebase': 'mp0000', 'lineno': 10783, 'lineno_corr': 10640}",今日はルックやパットと一緒じゃないの？,
50060,mp0000,10788,10646,,,unmatched,evo,"{'text': '今天怎么没有和鲁克、帕特在一起呢。', 'filebase': 'mp0000', 'lineno': 10788, 'lineno_corr': 10646}",今日はルックやパットと一緒じゃないの？,
50061,mp0000,10793,10658,,,unmatched,evo,"{'text': '直到刚才还和他们在一起的……', 'filebase': 'mp0000', 'lineno': 10793, 'lineno_corr': 10658}",さっきまで一緒にいたんだけど……,
50062,mp0000,10795,10670,,,unmatched,evo,"{'text': '不过一眨眼的功夫他们两个就不知道跑到哪里去了。', 'filebase': 'mp0000', 'lineno': 10795, 'lineno_corr': 10670}",あの２人、急に走ってどこかに行っちゃったの。,
50063,mp0000,10803,10694,,,unmatched,evo,"{'text': '鲁克和帕特他们究竟跑到哪里去了呢……', 'filebase': 'mp0000', 'lineno': 10803, 'lineno_corr': 10694}",ルックとパット、どこに行っちゃったのかなぁ……,
50064,mp0000,12287,10839,,,unmatched,evo,"{'text': '艾丝蒂尔，约书亚。听说你们要去柏斯？', 'filebase': 'mp0000', 'lineno': 12287, 'lineno_corr': 10839}",エステル、ヨシュア。ボースに行っちゃうって本当？,
50065,mp0000,12291,10857,,,unmatched,evo,"{'text': '哈哈……不愧是克露莎。', 'filebase': 'mp0000', 'lineno': 12291, 'lineno_corr': 10857}",あはは……さすがクルーセちゃん。,
50066,mp0000,12296,10863,,,unmatched,evo,"{'text': '哈哈……不愧是克露莎。', 'filebase': 'mp0000', 'lineno': 12296, 'lineno_corr': 10863}",あはは……さすがクルーセちゃん。,
50067,mp0000,12303,10881,,,unmatched,evo,"{'text': '消息还是那么灵通。', 'filebase': 'mp0000', 'lineno': 12303, 'lineno_corr': 10881}",相変わらずの早耳ね。,
50068,mp0000,12308,10887,,,unmatched,evo,"{'text': '消息还是那么灵通。', 'filebase': 'mp0000', 'lineno': 12308, 'lineno_corr': 10887}",相変わらずの早耳ね。,
50069,mp0000,12315,10905,,,unmatched,evo,"{'text': '我们有些事情要调查，所以要去柏斯一趟。', 'filebase': 'mp0000', 'lineno': 12315, 'lineno_corr': 10905}",ちょこっと調べ物があるからボースまで行くことになったの。,
50070,mp0000,12320,10911,,,unmatched,evo,"{'text': '我们有些事情要调查，所以要去柏斯一趟。', 'filebase': 'mp0000', 'lineno': 12320, 'lineno_corr': 10911}",ちょこっと調べ物があるからボースまで行くことになったの。,
50071,mp0000,12325,10923,,,unmatched,evo,"{'text': '卡西乌斯叔叔不在，现在连你们也要走……', 'filebase': 'mp0000', 'lineno': 12325, 'lineno_corr': 10923}",カシウスさんだけじゃなくて２人もいなくなっちゃうなんて……,
50072,mp0000,12327,10935,,,unmatched,evo,"{'text': '啊～我要跟着你们去取材～', 'filebase': 'mp0000', 'lineno': 12327, 'lineno_corr': 10935}",あーん、クルーセも同行して取材したーい。,
50073,mp0000,12330,10953,,,unmatched,evo,"{'text': '约书亚，带我走！', 'filebase': 'mp0000', 'lineno': 12330, 'lineno_corr': 10953}",ヨシュア、連れてって！,
50074,mp0000,12334,10971,,,unmatched,evo,"{'text': '哎……伤、伤脑筋。', 'filebase': 'mp0000', 'lineno': 12334, 'lineno_corr': 10971}",え……こ、困ったな。,
50075,mp0000,12339,10977,,,unmatched,evo,"{'text': '哎……伤、伤脑筋。', 'filebase': 'mp0000', 'lineno': 12339, 'lineno_corr': 10977}",え……こ、困ったな。,
50076,mp0000,12344,10989,,,unmatched,evo,"{'text': '………………', 'filebase': 'mp0000', 'lineno': 12344, 'lineno_corr': 10989}",………………,
50077,mp0000,12346,11001,,,unmatched,evo,"{'text': '不过，其他事件也很让我在意。', 'filebase': 'mp0000', 'lineno': 12346, 'lineno_corr': 11001}",でも、他で起こる事件もやっぱり気になるのよね。,
50078,mp0000,12348,11013,,,unmatched,evo,"{'text': '好烦恼。', 'filebase': 'mp0000', 'lineno': 12348, 'lineno_corr': 11013}",クルーセ悩んじゃう。,
50079,mp0000,12356,11037,,,unmatched,evo,"{'text': '我这次就乖乖留在这里等你们吧，你们可要早点回来哦。', 'filebase': 'mp0000', 'lineno': 12356, 'lineno_corr': 11037}",クルーセ、今回はおとなしく待ってるからはやく帰ってきてね。,
50080,mp0000,12358,11049,,,unmatched,evo,"{'text': '大家都不在，新闻素材肯定会减少很多。', 'filebase': 'mp0000', 'lineno': 12358, 'lineno_corr': 11049}",みんながいないとニュースソースが減っちゃうもの。,
50081,mp0000,12373,11085,,,unmatched,evo,"{'text': '啊，是艾丝蒂尔和约书亚！还有……', 'filebase': 'mp0000', 'lineno': 12373, 'lineno_corr': 11085}",あ、エステルとヨシュアだ！それに……,
50082,mp0000,12378,11115,,,unmatched,evo,"{'text': '呀，雪拉姐姐！', 'filebase': 'mp0000', 'lineno': 12378, 'lineno_corr': 11115}",きゃっ、シェラさん！,
50083,mp0000,12382,11133,,,unmatched,evo,"{'text': '嗨，克露莎。', 'filebase': 'mp0000', 'lineno': 12382, 'lineno_corr': 11133}",ハーイ、クルーセちゃん。,
50084,mp0000,12387,11139,,,unmatched,evo,"{'text': '嗨，克露莎。', 'filebase': 'mp0000', 'lineno': 12387, 'lineno_corr': 11139}",ハーイ、クルーセちゃん。,
50085,mp0000,12392,11187,,,unmatched,evo,"{'text': '三位游击士居然同时出现在城里……', 'filebase': 'mp0000', 'lineno': 12392, 'lineno_corr': 11187}",街でウワサの遊撃士が３人そろってるなんて……,
50086,mp0000,12394,11163,,,unmatched,evo,"{'text': '啊，难道出了什么大事！？', 'filebase': 'mp0000', 'lineno': 12394, 'lineno_corr': 11163}",ハッ、もしかして事件ね！,
50087,mp0000,12402,11187,,,unmatched,evo,"{'text': '三位游击士居然同时出现在城里……', 'filebase': 'mp0000', 'lineno': 12402, 'lineno_corr': 11187}",街でウワサの遊撃士が３人そろってるなんて……,
50088,mp0000,12404,11199,,,unmatched,evo,"{'text': '啊，难道出了什么大事！', 'filebase': 'mp0000', 'lineno': 12404, 'lineno_corr': 11199}",もしかして事件ね！,
50089,mp0000,12418,11229,,,unmatched,evo,"{'text': '艾丝蒂尔，约书亚㈱听说你们的表现非常活跃哦。', 'filebase': 'mp0000', 'lineno': 12418, 'lineno_corr': 11229}",エステル、ヨシュア㈱すっごく活躍してるって聞いたよ。,
50090,mp0000,12420,11241,,,unmatched,evo,"{'text': '嗯，不但赶走了帕赛尔农场的魔兽……', 'filebase': 'mp0000', 'lineno': 12420, 'lineno_corr': 11241}",えっと、パーゼル農園で魔物を追いはらって……,
50091,mp0000,12422,11253,,,unmatched,evo,"{'text': '还在矿山救了矿工……', 'filebase': 'mp0000', 'lineno': 12422, 'lineno_corr': 11253}",鉱山では鉱員さんを助けて……,
50092,mp0000,12424,11265,,,unmatched,evo,"{'text': '这次又要护送记者？', 'filebase': 'mp0000', 'lineno': 12424, 'lineno_corr': 11265}",今度は記者さんたちを護衛したんでしょ？,
50093,mp0000,12428,11283,,,unmatched,evo,"{'text': '你、你知道得还真清楚。', 'filebase': 'mp0000', 'lineno': 12428, 'lineno_corr': 11283}",よ、よく知ってるね。,
50094,mp0000,12433,11289,,,unmatched,evo,"{'text': '你、你知道得还真清楚。', 'filebase': 'mp0000', 'lineno': 12433, 'lineno_corr': 11289}",よ、よく知ってるね。,
50095,mp0000,12438,11301,,,unmatched,evo,"{'text': '嗯，还好吧。', 'filebase': 'mp0000', 'lineno': 12438, 'lineno_corr': 11301}",うん、まーね。,
50096,mp0000,12440,11397,,,unmatched,evo,"{'text': '那些记者要是委托我就好了。', 'filebase': 'mp0000', 'lineno': 12440, 'lineno_corr': 11397}",記者さんたちクルーセを雇ってくれればいいのに。,
50097,mp0000,12442,11409,,,unmatched,evo,"{'text': '我一直觉得自己非常适合做记者。', 'filebase': 'mp0000', 'lineno': 12442, 'lineno_corr': 11409}",クルーセ、絶対記者に向いてると思うの。,
50098,mp0000,12446,11343,,,unmatched,evo,"{'text': '（嗯，  的确很适合。）', 'filebase': 'mp0000', 'lineno': 12446, 'lineno_corr': 11343}",（うーん、  確かに向いてるかも。）,
50099,mp0000,12451,11349,,,unmatched,evo,"{'text': '（嗯，  的确很适合。）', 'filebase': 'mp0000', 'lineno': 12451, 'lineno_corr': 11349}",（うーん、  確かに向いてるかも。）,
50100,mp0000,12458,11367,,,unmatched,evo,"{'text': '（哈哈……）', 'filebase': 'mp0000', 'lineno': 12458, 'lineno_corr': 11367}",（はは……）,
50101,mp0000,12463,11373,,,unmatched,evo,"{'text': '（哈哈……）', 'filebase': 'mp0000', 'lineno': 12463, 'lineno_corr': 11373}",（はは……）,
50102,mp0000,12474,11397,,,unmatched,evo,"{'text': '那些记者要是委托我就好了。', 'filebase': 'mp0000', 'lineno': 12474, 'lineno_corr': 11397}",記者さんたちクルーセを雇ってくれればいいのに。,
50103,mp0000,12476,11409,,,unmatched,evo,"{'text': '我一直觉得自己非常适合做记者。', 'filebase': 'mp0000', 'lineno': 12476, 'lineno_corr': 11409}",クルーセ、絶対記者に向いてると思うの。,
50104,mp0000,12490,11439,,,unmatched,evo,"{'text': '不久前，我看到市长从协会出来。', 'filebase': 'mp0000', 'lineno': 12490, 'lineno_corr': 11439}",この前、市長さんがギルドから出てくるのを見たわ。,
50105,mp0000,12492,11451,,,unmatched,evo,"{'text': '另外，我最近经常在城里看到里农哥哥和这个婆婆。', 'filebase': 'mp0000', 'lineno': 12492, 'lineno_corr': 11451}",あと、最近リノンさんとこのお婆さんを街でよく見かけるのよね。,
50106,mp0000,12494,11463,,,unmatched,evo,"{'text': '很奇怪啊……', 'filebase': 'mp0000', 'lineno': 12494, 'lineno_corr': 11463}",アヤしいわね……,
50107,mp0000,12496,11475,,,unmatched,evo,"{'text': '不过，到底要追哪一条线索呢？真是让人烦恼啊。', 'filebase': 'mp0000', 'lineno': 12496, 'lineno_corr': 11475}",でも、どっちのヤマを追うかクルーセ悩んじゃう。,
50108,mp0000,12504,11499,,,unmatched,evo,"{'text': '啊啊，新闻在呼唤我。', 'filebase': 'mp0000', 'lineno': 12504, 'lineno_corr': 11499}",ああ、事件がクルーセを呼んでるわ。,
50109,mp0000,12516,11523,,,unmatched,evo,"{'text': '我听说帕赛尔农场那边发生了事件。', 'filebase': 'mp0000', 'lineno': 12516, 'lineno_corr': 11523}",クルーセの情報によればパーゼル農園のほうで何か事件があったみたいね。,
50110,mp0000,12518,11535,,,unmatched,evo,"{'text': '要不要给写份突击报道给爱娜姐姐呢……', 'filebase': 'mp0000', 'lineno': 12518, 'lineno_corr': 11535}",アイナさんに突撃レポートしちゃおっかな……,
50111,mp0000,12529,11565,,,unmatched,evo,"{'text': '对了，卡西乌斯叔叔去哪里了？', 'filebase': 'mp0000', 'lineno': 12529, 'lineno_corr': 11565}",ね、カシウスさんどこか行っちゃったの？,
50112,mp0000,12533,11583,,,unmatched,evo,"{'text': '嗯，因为工作的关系，他短期内恐怕不会回来了。', 'filebase': 'mp0000', 'lineno': 12533, 'lineno_corr': 11583}",うん、仕事の都合でしばらく帰ってこないみたいよ。,
50113,mp0000,12538,11589,,,unmatched,evo,"{'text': '嗯，因为工作的关系，他短期内恐怕不会回来了。', 'filebase': 'mp0000', 'lineno': 12538, 'lineno_corr': 11589}",うん、仕事の都合でしばらく帰ってこないみたいよ。,
50114,mp0000,12543,11601,,,unmatched,evo,"{'text': '唔，是吗……', 'filebase': 'mp0000', 'lineno': 12543, 'lineno_corr': 11601}",しゅん、そっかー……,
50115,mp0000,12545,11613,,,unmatched,evo,"{'text': '卡西乌斯叔叔也是我很关注的人呢。有点可惜……', 'filebase': 'mp0000', 'lineno': 12545, 'lineno_corr': 11613}",カシウスさんもクルーセ注目の人なのにな。ちょっと残念……,
50116,mp0000,12549,11631,,,unmatched,evo,"{'text': '克露莎……', 'filebase': 'mp0000', 'lineno': 12549, 'lineno_corr': 11631}",クルーセちゃん……,
50117,mp0000,12554,11637,,,unmatched,evo,"{'text': '克露莎……', 'filebase': 'mp0000', 'lineno': 12554, 'lineno_corr': 11637}",クルーセちゃん……,
50118,mp0000,12559,11649,,,unmatched,evo,"{'text': '我认为卡西乌斯叔叔是那种为人正派的传统型男人。', 'filebase': 'mp0000', 'lineno': 12559, 'lineno_corr': 11649}",カシウスさんは正攻法で磨いても光る大人の男だと思うけどー。,
50119,mp0000,12561,11661,,,unmatched,evo,"{'text': '但是他却出乎我的意料，那种独特的时尚感实在是美得可恨呀。', 'filebase': 'mp0000', 'lineno': 12561, 'lineno_corr': 11661}",それを敢えて崩して独特のダンディズムを表現してるところがまたたまらなく憎いのよねー。,
50120,mp0000,12563,11673,,,unmatched,evo,"{'text': '他一定受到任何年龄段的欢迎。嗯，卡西乌斯叔叔太棒了～！', 'filebase': 'mp0000', 'lineno': 12563, 'lineno_corr': 11673}",きっと広い層にウケる人のはずよ。うん、カシウスさんオッケー！,
50121,mp0000,12567,11691,,,unmatched,evo,"{'text': '……喂，克露莎，你几岁了？', 'filebase': 'mp0000', 'lineno': 12567, 'lineno_corr': 11691}",……ね、クルーセちゃんって何歳だっけ？,
50122,mp0000,12572,11697,,,unmatched,evo,"{'text': '……喂，克露莎，你几岁了？', 'filebase': 'mp0000', 'lineno': 12572, 'lineno_corr': 11697}",……ね、クルーセちゃんって何歳だっけ？,
50123,mp0000,12579,11715,,,unmatched,evo,"{'text': '哈哈，好早熟啊。', 'filebase': 'mp0000', 'lineno': 12579, 'lineno_corr': 11715}",はは、おマセさんだよね。,
50124,mp0000,12584,11721,,,unmatched,evo,"{'text': '哈哈，好早熟啊。', 'filebase': 'mp0000', 'lineno': 12584, 'lineno_corr': 11721}",はは、おマセさんだよね。,
50125,mp0000,12595,11745,,,unmatched,evo,"{'text': '啊～卡西乌斯叔叔不在，少了很多谈资呢。', 'filebase': 'mp0000', 'lineno': 12595, 'lineno_corr': 11745}",あーあ、カシウスさんいないと話題がさみしいなー。,
50126,mp0000,12619,11799,,,unmatched,evo,"{'text': '艾丝蒂尔和约书亚这么快就有表现了啊。', 'filebase': 'mp0000', 'lineno': 12619, 'lineno_corr': 11799}",エステルとヨシュア早速活躍したって本当？,
50127,mp0000,12621,11811,,,unmatched,evo,"{'text': '不愧是克露莎关注的游击士呢。', 'filebase': 'mp0000', 'lineno': 12621, 'lineno_corr': 11811}",さっすがクルーセがちゅーもくしてる遊撃士ね。,
50128,mp0000,12623,11919,,,unmatched,evo,"{'text': '嘿，继续加油哦。', 'filebase': 'mp0000', 'lineno': 12623, 'lineno_corr': 11919}",えへ、どんどん活躍してね。,
50129,mp0000,12625,11931,,,unmatched,evo,"{'text': '我可是你们忠实的崇拜者。', 'filebase': 'mp0000', 'lineno': 12625, 'lineno_corr': 11931}",クルーセ、２人のファンでもあるんだから。,
50130,mp0000,12638,12225,,,unmatched,evo,"{'text': '相互信任守护着彼此，并尝试脱离险境的一对游击士……', 'filebase': 'mp0000', 'lineno': 12638, 'lineno_corr': 12225}",お互いの背中を守り合い危機から脱出を試みる２人の遊撃士……,
